Date, USD, SOL, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 August 2023, 1.0968, 0.27, 157.35, 1.9558, 24.293, 7.4511, 0.86180, 388.44, 4.4670, 4.9480, 11.7195, 0.9627, 144.50, 11.2063, 29.6458, 1.6779, 5.3664, 1.4740, 7.9030, 8.5766, 16661.91, 4.0753, 90.8795, 1441.47, 18.8106, 5.0146, 1.8103, 61.728, 1.4761, 38.361, 20.8921, 
